时间,今值,预测值
1985年7月1日 (六月)17:00,47.80, 
1985年6月1日 (五月)17:00,47.10, 
1985年5月1日 (四月)17:00,48.20, 
1985年4月1日 (三月)17:00,47.80, 
1985年3月1日 (二月)17:00,49.90, 
1985年2月1日 (一月)17:00,50.30, 
1985年1月1日 (十二月)17:00,50.60, 
1984年12月1日 (十一月)17:00,50.30, 
1984年11月1日 (十月)17:00,50.80, 
1984年10月1日 (九月)17:00,50.00, 
1984年9月1日 (八月)17:00,53.00, 
1984年8月1日 (七月)17:00,56.10, 
1984年7月1日 (六月)17:00,58.10, 
1984年6月1日 (五月)17:00,58.60, 
1984年5月1日 (四月)17:00,61.00, 
1984年4月1日 (三月)17:00,58.90, 
1984年3月1日 (二月)17:00,61.30, 
1984年2月1日 (一月)17:00,60.50, 
1984年1月1日 (十二月)17:00,69.90, 
1983年12月1日 (十一月)17:00,66.00, 
1983年11月1日 (十月)17:00,64.40, 
1983年10月1日 (九月)17:00,62.50, 
1983年9月1日 (八月)17:00,63.10, 
1983年8月1日 (七月)17:00,63.60, 
1983年7月1日 (六月)17:00,57.50, 
1983年6月1日 (五月)17:00,56.10, 
1983年5月1日 (四月)17:00,54.20, 
1983年4月1日 (三月)17:00,53.90, 
1983年3月1日 (二月)17:00,54.40, 
1983年2月1日 (一月)17:00,46.00, 
1983年1月1日 (十二月)17:00,42.80, 
1982年12月1日 (十一月)17:00,39.20, 
1982年11月1日 (十月)17:00,39.40, 
1982年10月1日 (九月)17:00,38.80, 
1982年9月1日 (八月)17:00,38.30, 
1982年8月1日 (七月)17:00,38.40, 
1982年7月1日 (六月)17:00,38.30, 
1982年6月1日 (五月)17:00,35.50, 
1982年5月1日 (四月)17:00,37.80, 
1982年4月1日 (三月)17:00,36.80, 
1982年3月1日 (二月)17:00,38.30, 
1982年2月1日 (一月)17:00,38.20, 
1982年1月1日 (十二月)17:00,37.80, 
1981年12月1日 (十一月)17:00,36.10, 
1981年11月1日 (十月)17:00,40.00, 
1981年10月1日 (九月)17:00,42.50, 
1981年9月1日 (八月)17:00,48.30, 
1981年8月1日 (七月)17:00,46.70, 
1981年7月1日 (六月)17:00,50.70, 
1981年6月1日 (五月)17:00,53.50, 
1981年5月1日 (四月)17:00,51.60, 
1981年4月1日 (三月)17:00,49.60, 
1981年3月1日 (二月)17:00,48.80, 
